page,title,price,location,listing_date,url,source,scrape_date,category,size_m2,rooms,source_file,price_numeric,size_numeric,rooms_numeric,price_per_m2,log_price,is_sale,location_clean,is_rental
1,Studio Luxe à louer,270 DT,Ariana,2 minutes ago,https://www.tayara.tn/item/appartements/ariana/les-jardins-el-menzah-2/studio-luxe-louer/696172be0fe25058526220dd/,tayara,,,,,,270.0,,,,,,Ariana,1
1,📍ENNASR 2 : APPARTEMENT S+3 A LOUER,1450 DT,Ariana,2 minutes ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/ennasr-2-appartement-s3-a-louer/696f6a262838b4e20246dc74/,tayara,,,,,,1450.0,,,,,,Ariana,1
1,A louer s1 meublé manar1,800 DT,Tunis,3 minutes ago,https://www.tayara.tn/item/appartements/tunis/el-manar-1/a-louer-s1-meubl-manar1/696f6a081813559909245451/,tayara,,,,,,800.0,,,,,,Tunis,1
1,📍 NOUVELLE ARIANA : BUREAU H+3 SPACIEUX À LOUER,1400 DT,Ariana,3 minutes ago,https://www.tayara.tn/item/bureaux-et-plateaux/ariana/nouvelle-ariana/-nouvelle-ariana-bureau-h3-spacieux-louer/696f6a052838b4e20246dc63/,tayara,,,,,,1400.0,,,,,,Ariana,1
1,ENNASR 1 : APPARTEMENT S+3 RICHEMENT MEUBLÉ OU VIDE À LOUER,1400 DT,Ariana,3 minutes ago,https://www.tayara.tn/item/appartements/ariana/ennasr/ennasr-1-appartement-s3-richement-meubl-ou-vide-louer/696f69f0181355990924544a/,tayara,,,,,,1400.0,,,,,,Ariana,1
1,📍ARIANA: APPARTEMENT S+3 A LOUER,900 DT,Ariana,4 minutes ago,https://www.tayara.tn/item/appartements/ariana/ariana/ariana-appartement-s3-a-louer/696f69ad181355990924543b/,tayara,,,,,,900.0,,,,,,Ariana,1
1,terrain à vendre,700 DT,Sousse,7 minutes ago,https://www.tayara.tn/item/terrains-et-fermes/sousse/akouda/terrain-vendre/696f68f42838b4e20246dc0a/,tayara,,,,,,700.0,,,,,,Sousse,1
1,📍ENNASR 2 : APPARTEMENT S+1 A LOUER,1150 DT,Ariana,8 minutes ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/ennasr-2-appartement-s1-a-louer/696f68e0abc480ecf871f087/,tayara,,,,,,1150.0,,,,,,Ariana,1
1,📍 CENTRE URBAIN NORD – APPARTEMENT S+1 À LOUER (USAGE HABITATION OU BUREAUTIQUE),1200 DT,Tunis,8 minutes ago,https://www.tayara.tn/item/appartements/tunis/centre-urbain-nord/-centre-urbain-nord-appartement-s1-louer-usage-habitation-ou-bureautique/696f68bfabc480ecf871f07c/,tayara,,,,,,1200.0,,,,,,Tunis,1
1,📍 ENNASR 2 : VILLA DE PRESTIGE AVEC PISCINE À LOUER,4200 DT,Ariana,9 minutes ago,https://www.tayara.tn/item/maisons-et-villas/ariana/cit-ennasr-2/-ennasr-2-villa-de-prestige-avec-piscine-louer/696f689718135599092453d6/,tayara,,,,,,4200.0,,,,,,Ariana,1
1,📍MENZAH 7 BIS : APPARTEMENT S+1 RICHEMENT MEUBLÉ À LOUER,950 DT,Tunis,9 minutes ago,https://www.tayara.tn/item/appartements/tunis/menzah/menzah-7-bis-appartement-s1-richement-meubl-louer/696f687fabc480ecf871f06c/,tayara,,,,,,950.0,,,,,,Tunis,1
1,🌸 À VENDRE – Appartement S+1 | Jamais Habité 🌸 📍 Cité Wahat,185000 DT,Tunis,14 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartement-s1-jamais-habit-cit-wahat/696f6780abc480ecf871f01f/,tayara,,,,,,185000.0,,,,,,Tunis,0
1,🏡 À LOUER | S+1 meublé – Jardins de Laouina,1200 DT,Tunis,14 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-s1-meubl-jardins-de-laouina/696f675a181355990924536f/,tayara,,,,,,1200.0,,,,,,Tunis,1
1,a louer villa indépendant a la soukra,3500 DT,Tunis,15 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-louer-villa-indpendant-a-la-soukra/696f6733181355990924535d/,tayara,,,,,,3500.0,,,,,,Tunis,1
1,À vendre Terrain 916m2 Aghir,140 DT,Médenine,15 minutes ago,https://www.tayara.tn/item/terrains-et-fermes/mdenine/aghir/-vendre-terrain-916m2-aghir/696e127d61206a95d69365f1/,tayara,,,,,,140.0,,,,,,Médenine,1
1,"🏡 À VENDRE | Appartement S+1 – Cité Wahat, L’Aouina🏡",187000 DT,Tunis,15 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartement-s1-cit-wahat-laouina/696f67122838b4e20246db70/,tayara,,,,,,187000.0,,,,,,Tunis,0
1,À vendre Terrain 718m2 Aghir,140 DT,Médenine,16 minutes ago,https://www.tayara.tn/item/terrains-et-fermes/mdenine/aghir/-vendre-terrain-718m2-aghir/696e14fc2838b4e202466d3a/,tayara,,,,,,140.0,,,,,,Médenine,1
1,🏡 À LOUER – S+2 Haut Standing à Nouvelle Soukra,1400 DT,Tunis,16 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-s2-haut-standing-nouvelle-soukra/696f66e61813559909245342/,tayara,,,,,,1400.0,,,,,,Tunis,1
1,a vendre s+4 spacieuse avec parking ss a laouina,395000 DT,Tunis,17 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-s4-spacieuse-avec-parking-ss-a-laouina/696f66bd2838b4e20246db49/,tayara,,,,,,395000.0,,,,,,Tunis,0
1,À vendre S+1 / S+2 / S+3sur plan – Remise des clés fin 2027 Salle de sport équipé Piscine collective,2 DT,Tunis,17 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s1-s2-s3sur-plan-remise-des-cls-fin-2027-salle-de-sport-quip-piscine-collective/696f669aabc480ecf871efc5/,tayara,,,,,,2.0,,,,,,Tunis,1
1,🏡 À Vendre – S+2 avec Jardin 95 m2• Direct Promoteur • Nouvelle soukra couvert 90 m2,430000 DT,Tunis,18 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s2-avec-jardin-95-m2-direct-promoteur-nouvelle-soukra-couvert-90-m2/696f66782838b4e20246db2c/,tayara,,,,,,430000.0,,,,,,Tunis,0
1,💳 💳 Paiement par facilité ou par tranches,200000 DT,Tunis,19 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-paiement-par-facilit-ou-par-tranches/696f6655abc480ecf871efb3/,tayara,,,,,,200000.0,,,,,,Tunis,0
1,📍 a vendre s+1 avec parking ss – Vue dégagée sur la Clinique La Soukra,260000 DT,Tunis,19 minutes ago,https://www.tayara.tn/item/maisons-et-villas/tunis/l-aouina/-a-vendre-s1-avec-parking-ss-vue-dgage-sur-la-clinique-la-soukra/696f662d2838b4e20246db16/,tayara,,,,,,260000.0,,,,,,Tunis,0
1,A vendre deux lots de terrain 430m² est 341m² Titre individuelle viabilisé Lotissement ELMASSMOUDI 300m du rom-point Parc Soukra,800 DT,Ariana,20 minutes ago,https://www.tayara.tn/item/terrains-et-fermes/ariana/la-soukra/a-vendre-deux-lots-de-terrain-430m-est-341m-titre-individuelle-viabilis-lotissement-elmassmoudi-300m-du-rompoint-parc-soukra/6746fccd0d8480a1e0188710/,tayara,,,,,,800.0,,,,,,Ariana,1
1,A vendre un terrain 147m² titre individuelle ce trouve a coté clinique soukra Ain Zaghouin la Marsa,200000 DT,tunis,21 minutes ago,https://www.tayara.tn/item/terrains-et-fermes/tunis/tunis/a-vendre-un-terrain-147m-titre-individuelle-ce-trouve-a-cot-clinique-soukra-ain-zaghouin-la-marsa/67596cdf8729cead59eae56b/,tayara,,,,,,200000.0,,,,,,Tunis,0
1,A vendre Villa S+3 + studio – 330 m² terrain – Carthage Dermech,950000 DT,Tunis,21 minutes ago,https://www.tayara.tn/item/maisons-et-villas/tunis/carthage/a-vendre-villa-s3-studio-330-m-terrain-carthage-dermech/696f65b2abc480ecf871ef6e/,tayara,,,,,,950000.0,,,,,,Tunis,0
1,À LOUER - Villa indépendante haut standing avec piscine,3500 DT,Ariana,22 minutes ago,https://www.tayara.tn/item/maisons-et-villas/ariana/la-soukra/-louer-villa-indpendante-haut-standing-avec-piscine/696f6590abc480ecf871ef5e/,tayara,,,,,,3500.0,,,,,,Ariana,1
1,À louer un appartement s1 haut standing à la nouvelle soukra,1200 DT,Tunis,23 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-haut-standing-la-nouvelle-soukra/696f65602838b4e20246dac5/,tayara,,,,,,1200.0,,,,,,Tunis,1
2,🏡 À VENDRE – APPARTEMENT S+1 À AIN ZAGHOUAN,258000 DT,Tunis,23 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/-vendre-appartement-s1-ain-zaghouan/696f653a1813559909245290/,tayara,,,,,,258000.0,,,,,,Tunis,0
2,🏡 À Vendre – S+2 Direct Promoteur à Ain Zaghouan,382002 DT,Tunis,24 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-vendre-s2-direct-promoteur-ain-zaghouan/696f6517181355990924527e/,tayara,,,,,,382002.0,,,,,,Tunis,0
2,🗽 🗽 À VENDRE | Appartements S+1 & S+2 – Direct Promoteur 🗽 📍 Nouvelle Soukra 🗓️ Remise des clés : fin 2026,238001 DT,Tunis,25 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartements-s1-s2-direct-promoteur-nouvelle-soukra-remise-des-cls-fin-2026/696f64e81813559909245261/,tayara,,,,,,238001.0,,,,,,Tunis,0
2,À vendre – Appartement S+2 à Laouina (Titre Bleu Individuel,249000 DT,Tunis,26 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartement-s2-laouina-titre-bleu-individuel/696f64aa1813559909245240/,tayara,,,,,,249000.0,,,,,,Tunis,0
2,a louer s+1 neuf a laouina avec parking ss,1050 DT,Tunis,26 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-louer-s1-neuf-a-laouina-avec-parking-ss/696f64871813559909245235/,tayara,,,,,,1050.0,,,,,,Tunis,1
2,"À VENDRE : Un superbe appartement S+3 entièrement rénové, idéalement situé à Cité Wahat.",395000 DT,Tunis,27 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-un-superbe-appartement-s3-entirement-rnov-idalement-situ-cit-wahat/696f6458cfcddb325c09cb02/,tayara,,,,,,395000.0,,,,,,Tunis,0
2,A louer s+1 jamais habité nouvelle soukra avec parking ss,1100 DT,tunis,27 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-louer-s1-jamais-habit-nouvelle-soukra-avec-parking-ss/696f6453cfcddb325c09cafe/,tayara,,,,,,1100.0,,,,,,Tunis,1
2,"À LOUER : Un superbe appartement S+4, idéalement situé à La Marsa",2200 DT,Tunis,27 minutes ago,https://www.tayara.tn/item/appartements/tunis/la-marsa/-louer-un-superbe-appartement-s4-idalement-situ-la-marsa/696f64471813559909245210/,tayara,,,,,,2200.0,,,,,,Tunis,1
2,À LOUER: Un appartement S+1(Meublé ) à La Soukra,1400 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1meubl-la-soukra/696f6436181355990924520c/,tayara,,,,,,1400.0,,,,,,Tunis,1
2,* À Vendre - Appartement S+2 s+3 Haut Standing - AinZaghouan • Remise des clés immédiates,355000 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartement-s2-s3-haut-standing-ainzaghouan-remise-des-cls-immdiates/696f64302838b4e20246da3c/,tayara,,,,,,355000.0,,,,,,Tunis,0
2,"À LOUER : Un appartement S+1 (Jamais Habité ) ,à La Nouvelle Soukra",1500 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-jamais-habit-la-nouvelle-soukra/696f6420cfcddb325c09cae9/,tayara,,,,,,1500.0,,,,,,Tunis,1
2,"À LOUER: Un appartement S+1 (Jamais Habité ), idéalement situé à L'Aouina",1100 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-jamais-habit-idalement-situ-laouina/696f640e18135599092451fc/,tayara,,,,,,1100.0,,,,,,Tunis,1
2,"a vendre s+1 s+2 direct promoteur a laouina, Achat facilité par crédit bancaire",247000 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-s1-s2-direct-promoteur-a-laouina-achat-facilit-par-crdit-bancaire/696f640818135599092451fa/,tayara,,,,,,247000.0,,,,,,Tunis,0
2,"À VENDRE : Un appartement S+1 (Jamais Habité) , idéalement situé à Cité Wahat",218000 DT,Tunis,29 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-un-appartement-s1-jamais-habit-idalement-situ-cit-wahat/696f63fb2838b4e20246da2d/,tayara,,,,,,218000.0,,,,,,Tunis,0
2,"À LOUER : Un appartement S+2, idéalement situé à Cité Wahat",315000 DT,Tunis,29 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s2-idalement-situ-cit-wahat/696f63e82838b4e20246da22/,tayara,,,,,,315000.0,,,,,,Tunis,0
2,a vendre s+1 s+2 s+3 direct promoteur a laouina,193000 DT,Tunis,29 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-s1-s2-s3-direct-promoteur-a-laouina/696f63dc18135599092451e6/,tayara,,,,,,193000.0,,,,,,Tunis,0
2,À VENDRE :Centre Médical à Ain Zaghouan ( Direct Promoteur ),180000 DT,Tunis,29 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-vendre-centre-mdical-ain-zaghouan-direct-promoteur-/696f63d42838b4e20246da1c/,tayara,,,,,,180000.0,,,,,,Tunis,0
2,Appartement S+1 à louer – Nouvelle Soukra,1200 DT,Tunis,30 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/appartement-s1-louer-nouvelle-soukra/696f63bacfcddb325c09cac6/,tayara,,,,,,1200.0,,,,,,Tunis,1
2,🏡 À VENDRE – APPARTEMENT S+1 À AIN ZAGHOUAN surface 77 m2,258000 DT,Tunis,30 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-vendre-appartement-s1-ain-zaghouan-surface-77-m2/696f639418135599092451d4/,tayara,,,,,,258000.0,,,,,,Tunis,0
2,🏠 À VENDRE |s+1 S+2 & S+3 – Haut Standing sur plan 📍jardins de carthage,360000 DT,Tunis,32 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/-vendre-s1-s2-s3-haut-standing-sur-plan-jardins-de-carthage/696f633318135599092451b4/,tayara,,,,,,360000.0,,,,,,Tunis,0
2,"🏡 À VENDRE | Appartements S+1, S+2 & S+3 – Sur Plan 📍 Nouvelle Soukra | pre €£¥ ain zaghouan",208000 DT,Tunis,33 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartements-s1-s2-s3-sur-plan-nouvelle-soukra-pre-ain-zaghouan/696f630618135599092451a8/,tayara,,,,,,208000.0,,,,,,Tunis,0
2,"À LOUER | S+1 Neuf Jamais Habité – Ain Zaghouan, residence avec salle de sport",1200 DT,Tunis,33 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/-louer-s1-neuf-jamais-habit-ain-zaghouan-residence-avec-salle-de-sport/696f62e2181355990924519f/,tayara,,,,,,1200.0,,,,,,Tunis,1
2,🏠 À VENDRE | S+2 & S+3 – Haut Standing 📍 Nouvelle Soukra | 🗓️ Clés : fin 2025 💰,360000 DT,Tunis,34 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s2-s3-haut-standing-nouvelle-soukra-cls-fin-2025/696f62c32838b4e20246d9b8/,tayara,,,,,,360000.0,,,,,,Tunis,0
2,"À LOUER : Un appartement S+1, idéalement situé à La Nouvelle Soukra",1100 DT,Tunis,35 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-idalement-situ-la-nouvelle-soukra/696f6299cfcddb325c09ca6a/,tayara,,,,,,1100.0,,,,,,Tunis,1
2,À VENDRE : Des appartements S+2 & S+3 Haut standing situés à La Nouvelle Soukra,360000 DT,Tunis,35 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s2-s3-haut-standing-situs-la-nouvelle-soukra/696f62861813559909245183/,tayara,,,,,,360000.0,,,,,,Tunis,0
2,Maison 235 m² à cité Assemer Kelibia,100000 DT,Nabeul,35 minutes ago,https://www.tayara.tn/item/maisons-et-villas/nabeul/klibia/maison-235-m-cit-assemer-kelibia/677d6180f39faeaa98cb82dd/,tayara,,,,,,100000.0,,,,,,Nabeul,0
2,✨ 𝑫𝒆𝒔 𝑺1 𝒆𝒕 𝑺2 𝒔𝒖𝒓 𝒑𝒍𝒂𝒏 𝒂̀ 𝒗𝒆𝒏𝒅𝒓𝒆 ✨,186001 DT,Tunis,35 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-1-2-/696f627f181355990924517e/,tayara,,,,,,186001.0,,,,,,Tunis,0
2,"À LOUER : Un appartement S+2 au rez de chaussée , situé au Jardin de Carthage",1900 DT,Tunis,35 minutes ago,https://www.tayara.tn/item/appartements/tunis/jardins-de-carthage/-louer-un-appartement-s2-au-rez-de-chausse-situ-au-jardin-de-carthage/696f626f2838b4e20246d997/,tayara,,,,,,1900.0,,,,,,Tunis,1
2,À louer : Un appartement S+2 (Jamais Habité) idéalement situé à La Nouvelle Soukra,1500 DT,Tunis,36 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s2-jamais-habit-idalement-situ-la-nouvelle-soukra/696f625e2838b4e20246d992/,tayara,,,,,,1500.0,,,,,,Tunis,1
3,🏡 À Vendre – Appartements S+1 & S+2 Haut Standing – Ain Zaghouan | Direct Promoteur,3500 DT,Tunis,36 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartements-s1-s2-haut-standing-ain-zaghouan-direct-promoteur/696f62512838b4e20246d98a/,tayara,,,,,,3500.0,,,,,,Tunis,1
3,A VENDRE : Des Appartements & Duplex – Direct Promoteur | La Soukra,290000 DT,Ariana,36 minutes ago,https://www.tayara.tn/item/appartements/ariana/la-soukra/a-vendre-des-appartements-duplex-direct-promoteur-la-soukra/696f624dcfcddb325c09ca54/,tayara,,,,,,290000.0,,,,,,Ariana,0
3,À Vendre : Un spacieux appartement S+2 (Direct Promoteur) à La Nouvelle Soukra,289000 DT,Tunis,36 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-un-spacieux-appartement-s2-direct-promoteur-la-nouvelle-soukra/696f623acfcddb325c09ca4a/,tayara,,,,,,289000.0,,,,,,Tunis,0
3,À LOUER : Un appartement S+1 à La Nouvelle Soukra,1200 DT,Tunis,37 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-la-nouvelle-soukra/696f6207cfcddb325c09ca3e/,tayara,,,,,,1200.0,,,,,,Tunis,1
3,🏡 À VENDRE – S+2 Direct Promoteur à Laouina,381002 DT,Tunis,37 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s2-direct-promoteur-laouina/696f6204cfcddb325c09ca3b/,tayara,,,,,,381002.0,,,,,,Tunis,0
3,"À VENDRE : Des appartements S+1, S+2 et S+3 situés à La Nouvelle Soukra ( Direct promoteur )",220000 DT,Tunis,37 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s1-s2-et-s3-situs-la-nouvelle-soukra-direct-promoteur-/696f61f6cfcddb325c09ca33/,tayara,,,,,,220000.0,,,,,,Tunis,0
3,À VENDRE – Appartement S+3 à Jardins de Laouina (Tunis),397000 DT,Tunis,38 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartement-s3-jardins-de-laouina-tunis/696f61e8cfcddb325c09ca2d/,tayara,,,,,,397000.0,,,,,,Tunis,0
3,a vendre s+1 s+2 s+3 sur plan remise de cle 2028,216000 DT,Tunis,38 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-s1-s2-s3-sur-plan-remise-de-cle-2028/696f61c4cfcddb325c09ca1e/,tayara,,,,,,216000.0,,,,,,Tunis,0
3,À Louer : Un appartement S+2 (Jamais Habité) situé à La Nouvelle Soukra,1350 DT,Tunis,38 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s2-jamais-habit-situ-la-nouvelle-soukra/696f61c3cfcddb325c09ca1c/,tayara,,,,,,1350.0,,,,,,Tunis,1
3,À louer – Appartement S+2 à Jardins de Laouina,1100 DT,Tunis,39 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-appartement-s2-jardins-de-laouina/696f61a62838b4e20246d94e/,tayara,,,,,,1100.0,,,,,,Tunis,1
3,"À VENDRE : Des appartements S+1, S+2 & S+3 , (Direct Promoteur) situé à Cité Wahat.",216000 DT,Tunis,39 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s1-s2-s3-direct-promoteur-situ-cit-wahat/696f61a4181355990924513d/,tayara,,,,,,216000.0,,,,,,Tunis,0
3,"À VENDRE : Des appartements S+1, S+2 & S+3 , (Direct Promoteur) à La Nouvelle Soukra",218000 DT,Tunis,39 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s1-s2-s3-direct-promoteur-la-nouvelle-soukra/696f6191cfcddb325c09ca0a/,tayara,,,,,,218000.0,,,,,,Tunis,0
3,🏡 À Vendre – S+2 Direct Promoteur à Ain Zaghouan résidence avec salle de sport,382000 DT,Tunis,39 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s2-direct-promoteur-ain-zaghouan-rsidence-avec-salle-de-sport/696f6189cfcddb325c09ca07/,tayara,,,,,,382000.0,,,,,,Tunis,0
3,INVESTISSEMENT SÛR – S+1 NEUF 📍 Nouvelle Soukra – Résidence haut standing,240000 DT,Tunis,40 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/investissement-sr-s1-neuf-nouvelle-soukra-rsidence-haut-standing/696f6168cfcddb325c09c9fc/,tayara,,,,,,240000.0,,,,,,Tunis,0
3,🗽 🗽 À VENDRE | Appartements S+1 & S+2 jamais habité – Direct Promoteur 🗽laouina 📍,248000 DT,Tunis,40 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartements-s1-s2-jamais-habit-direct-promoteur-laouina-/696f6149cfcddb325c09c9f5/,tayara,,,,,,248000.0,,,,,,Tunis,0
3,a vendre : Appartement S+3 à L’Aouina – Cité Wahat,268000 DT,Tunis,41 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-appartement-s3-laouina-cit-wahat/696f61292838b4e20246d932/,tayara,,,,,,268000.0,,,,,,Tunis,0
3,À louer – Appartement S+1 neuf à Ain Zaghouan,1200 DT,Tunis,41 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-appartement-s1-neuf-ain-zaghouan/696f6102cfcddb325c09c9e5/,tayara,,,,,,1200.0,,,,,,Tunis,1
3,"🏡LV001183 À Louer – Bel Appartement S+2 à la Cité de la Santé, Bizerte",850 DT,Bizerte,43 minutes ago,https://www.tayara.tn/item/appartements/bizerte/bizerte/lv001183-louer-bel-appartement-s2-la-cit-de-la-sant-bizerte/695e21cdcd04d08be756d2bc/,tayara,,,,,,850.0,,,,,,Bizerte,1
3,"À LOUER :Un appartement S+2 richement meublé, idéalement situé à Ain Zaghouan.",1350 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-louer-un-appartement-s2-richement-meubl-idalement-situ-ain-zaghouan/696f5ffa18135599092450b3/,tayara,,,,,,1350.0,,,,,,Tunis,1
3,"A VENDRE : Des Appartements S+1 , S+2 , S+3 (Direct Promoteur) à La Nouvelle Soukra",205000 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-des-appartements-s1-s2-s3-direct-promoteur-la-nouvelle-soukra/696f5fe7cfcddb325c09c98e/,tayara,,,,,,205000.0,,,,,,Tunis,0
3,Bureau moderne avec rangements + chaise offerte,249 DT,Tunis,an hour ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/menzah/bureau-moderne-avec-rangements-chaise-offerte/696f5f751813559909245083/,tayara,,,,,,249.0,,,,,,Tunis,1
3,Terrain A Venre (Chibaw),28000000 DT,La Manouba,an hour ago,https://www.tayara.tn/item/terrains-et-fermes/la-manouba/oued-ellil/terrain-a-venre-chibaw/696f5df2ae5c9b886ce02069/,tayara,,,,,,28000000.0,,,,,,La Manouba,0
3,À Louer – Espace bureautique à Médina Jedida,1800 DT,tunis,an hour ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/tunis/-louer-espace-bureautique-mdina-jedida/691eed9c265523b710e83b2d/,tayara,,,,,,1800.0,,,,,,Tunis,1
3,vente S+3 Cité Les Roses Ariana,159000 DT,Ariana,an hour ago,https://www.tayara.tn/item/appartements/ariana/ariana/vente-s3-cit-les-roses-ariana/6911c086145e1617cba23bef/,tayara,,,,,,159000.0,,,,,,Ariana,0
3,"🏡 Appartement à vendre – Les Palmerais, Tunis",240000 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-appartement-vendre-les-palmerais-tunis/696cb7032838b4e20245f536/,tayara,,,,,,240000.0,,,,,,Tunis,0
4,"🏡 Appartement à vendre – Les Palmerais, Tunis",240000 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-appartement-vendre-les-palmerais-tunis/696cb7032838b4e20245f536/,tayara,,,,,,240000.0,,,,,,Tunis,0
4,location appartement meublé par jour cité nasser tunis ☎️24933824,70 DT,Ariana,an hour ago,https://www.tayara.tn/item/appartements/ariana/ennasr/location-appartement-meubl-par-jour-cit-nasser-tunis-24933824/696f5a042838b4e20246d6bb/,tayara,,,,,,70.0,,,,,,Ariana,1
4,à louer appartement studio meublé location par jour nuitée 22333312,80 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/menzah/-louer-appartement-studio-meubl-location-par-jour-nuite-22333312/696f59372838b4e20246d654/,tayara,,,,,,80.0,,,,,,Tunis,1
4,location s1 par nuitée appartement studio meuble a louer par jour / nuitée 📢 58616768,80 DT,Ariana,an hour ago,https://www.tayara.tn/item/appartements/ariana/les-jardins-el-menzah-2/location-s1-par-nuite-appartement-studio-meuble-a-louer-par-jour-nuite-58616768/696f59032838b4e20246d643/,tayara,,,,,,80.0,,,,,,Ariana,1
4,AL Bureau 350m² Lac1,8500 DT,Tunis,an hour ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/lac-1/al-bureau-350m-lac1/68011638fd1c6385be51e469/,tayara,,,,,,8500.0,,,,,,Tunis,1
4,à louer appartement studio meublé s1 ennasr location par jour nuitée,70 DT,Tunis,an hour ago,https://www.tayara.tn/item/locations-de-vacances/tunis/el-menzah-9/-louer-appartement-studio-meubl-s1-ennasr-location-par-jour-nuite/696f58d81813559909244df1/,tayara,,,,,,70.0,,,,,,Tunis,1
4,Coquet Appartement S+1 meublé à Sidi Daoued,2200 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/sidi-daoud/coquet-appartement-s1-meubl-sidi-daoued/6960c75ca00bf18617376aac/,tayara,,,,,,2200.0,,,,,,Tunis,1
